backend,mode,operation,dataset,input_rows,repeat,status,seconds,reason,warnings,validated,source_file
joblib-pandas,filtered_cached,value_counts,medium,50000,1.0,ok,0.0005689889999302977,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,value_counts,medium,50000,2.0,ok,0.0005896700000675992,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,join_count,medium,50000,0.0,ok,0.0011033970000653426,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,join_count,medium,50000,1.0,ok,0.0011260009999887188,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,join_count,medium,50000,2.0,ok,0.001196815000071183,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,product_columns,medium,50000,0.0,ok,0.0002944950000483004,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,product_columns,medium,50000,1.0,ok,0.00026816599995527213,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,product_columns,medium,50000,2.0,ok,0.00024699400000827154,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,mean_product,medium,50000,0.0,ok,0.0003329709999206898,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,mean_product,medium,50000,1.0,ok,0.00035169899990705744,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,mean_product,medium,50000,2.0,ok,0.0004648750000342261,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,join,medium,50000,0.0,ok,0.000992313000097056,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,join,medium,50000,1.0,ok,0.001183435000029931,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,join,medium,50000,2.0,ok,0.0014499979999982315,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,groupby,medium,50000,0.0,ok,0.002357727999992676,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,groupby,medium,50000,1.0,ok,0.002278369999999086,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,groupby,medium,50000,2.0,ok,0.0026717319999534084,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,sum_columns,medium,50000,0.0,ok,0.00024143600001025334,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,sum_columns,medium,50000,1.0,ok,0.00025061999997433304,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,sum_columns,medium,50000,2.0,ok,0.00023626899996997963,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,mean,medium,50000,0.0,ok,0.00018363999993198377,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,mean,medium,50000,1.0,ok,0.000204312000050777,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,mean,medium,50000,2.0,ok,0.00017823300004238263,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,mean_complex,medium,50000,,skipped,,source lacks coordinates,,,medium-joblib-pandas.json
joblib-pandas,filtered_cached,std,medium,50000,0.0,ok,0.000328595000041787,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,std,medium,50000,1.0,ok,0.0002999829999907888,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,std,medium,50000,2.0,ok,0.00038230399991334707,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,mean_sum,medium,50000,0.0,ok,0.00036986500003877154,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,mean_sum,medium,50000,1.0,ok,0.0003434860000197659,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,mean_sum,medium,50000,2.0,ok,0.00032770400002846145,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,count,medium,50000,0.0,ok,1.312900008088036e-05,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,count,medium,50000,1.0,ok,4.090999993877631e-05,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,count,medium,50000,2.0,ok,1.2178000019957835e-05,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,count_index,medium,50000,0.0,ok,1.2437999998837768e-05,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,count_index,medium,50000,1.0,ok,1.4521999901262461e-05,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,count_index,medium,50000,2.0,ok,1.2668999943343806e-05,,[],True,medium-joblib-pandas.json
joblib-pandas,filtered_cached,complex,medium,50000,,skipped,,source lacks coordinates,,,medium-joblib-pandas.json
pandas,standard,sum_columns,medium,50000,0.0,ok,0.005042809999963538,,[],True,medium-pandas.json
pandas,standard,sum_columns,medium,50000,1.0,ok,0.0047510590000001685,,[],True,medium-pandas.json
pandas,standard,sum_columns,medium,50000,2.0,ok,0.00447582300000704,,[],True,medium-pandas.json
pandas,standard,product_columns,medium,50000,0.0,ok,0.005022128999939923,,[],True,medium-pandas.json
pandas,standard,product_columns,medium,50000,1.0,ok,0.004354934000048161,,[],True,medium-pandas.json
pandas,standard,product_columns,medium,50000,2.0,ok,0.004397367000024133,,[],True,medium-pandas.json
pandas,standard,std,medium,50000,0.0,ok,0.011858174000053623,,[],True,medium-pandas.json
pandas,standard,std,medium,50000,1.0,ok,0.0048265300000593925,,[],True,medium-pandas.json
pandas,standard,std,medium,50000,2.0,ok,0.005677876000049764,,[],True,medium-pandas.json
pandas,standard,mean_sum,medium,50000,0.0,ok,0.006831142000010004,,[],True,medium-pandas.json
pandas,standard,mean_sum,medium,50000,1.0,ok,0.012509669999985817,,[],True,medium-pandas.json
pandas,standard,mean_sum,medium,50000,2.0,ok,0.004814672999941649,,[],True,medium-pandas.json
pandas,standard,join_count,medium,50000,0.0,ok,0.006117590000030759,,[],True,medium-pandas.json
pandas,standard,join_count,medium,50000,1.0,ok,0.008962742999983675,,[],True,medium-pandas.json
pandas,standard,join_count,medium,50000,2.0,ok,0.006610131999991609,,[],True,medium-pandas.json
pandas,standard,value_counts,medium,50000,0.0,ok,0.0053591870000673225,,[],True,medium-pandas.json
pandas,standard,value_counts,medium,50000,1.0,ok,0.00929154200002813,,[],True,medium-pandas.json
pandas,standard,value_counts,medium,50000,2.0,ok,0.005302263000089624,,[],True,medium-pandas.json
pandas,standard,complex,medium,50000,,skipped,,source lacks coordinates,,,medium-pandas.json
pandas,standard,mean_product,medium,50000,0.0,ok,0.00425089600003048,,[],True,medium-pandas.json
pandas,standard,mean_product,medium,50000,1.0,ok,0.004888456999992741,,[],True,medium-pandas.json
pandas,standard,mean_product,medium,50000,2.0,ok,0.004672534000064843,,[],True,medium-pandas.json
pandas,standard,read_collect,medium,50000,0.0,ok,0.004281475999960094,,[],True,medium-pandas.json
pandas,standard,read_collect,medium,50000,1.0,ok,0.009340758000007554,,[],True,medium-pandas.json
pandas,standard,read_collect,medium,50000,2.0,ok,0.004438245999949686,,[],True,medium-pandas.json
pandas,standard,count,medium,50000,0.0,ok,0.004169249999904423,,[],True,medium-pandas.json
pandas,standard,count,medium,50000,1.0,ok,0.0040961319999723855,,[],True,medium-pandas.json
pandas,standard,count,medium,50000,2.0,ok,0.00449574100002792,,[],True,medium-pandas.json
pandas,standard,groupby,medium,50000,0.0,ok,0.007145991000015783,,[],True,medium-pandas.json
pandas,standard,groupby,medium,50000,1.0,ok,0.007427615999972659,,[],True,medium-pandas.json
pandas,standard,groupby,medium,50000,2.0,ok,0.007451091999996606,,[],True,medium-pandas.json
pandas,standard,join,medium,50000,0.0,ok,0.004846999000051255,,[],True,medium-pandas.json
pandas,standard,join,medium,50000,1.0,ok,0.005234341000004861,,[],True,medium-pandas.json
pandas,standard,join,medium,50000,2.0,ok,0.006570887999941988,,[],True,medium-pandas.json
pandas,standard,mean,medium,50000,0.0,ok,0.0038755369999989853,,[],True,medium-pandas.json
pandas,standard,mean,medium,50000,1.0,ok,0.004358048000085546,,[],True,medium-pandas.json
pandas,standard,mean,medium,50000,2.0,ok,0.0040585670000155005,,[],True,medium-pandas.json
pandas,standard,mean_complex,medium,50000,,skipped,,source lacks coordinates,,,medium-pandas.json
pandas,standard,read_construct,medium,50000,0.0,ok,0.004882753000060802,,[],False,medium-pandas.json
pandas,standard,read_construct,medium,50000,1.0,ok,0.004510944000003292,,[],False,medium-pandas.json
pandas,standard,read_construct,medium,50000,2.0,ok,0.004452597999943464,,[],False,medium-pandas.json
pandas,standard,count_index,medium,50000,0.0,ok,0.004310458000077233,,[],True,medium-pandas.json
pandas,standard,count_index,medium,50000,1.0,ok,0.004187938000086433,,[],True,medium-pandas.json
pandas,standard,count_index,medium,50000,2.0,ok,0.004160772999966866,,[],True,medium-pandas.json
pandas,filtered,value_counts,medium,50000,0.0,ok,0.005878542000004927,,[],True,medium-pandas.json
pandas,filtered,value_counts,medium,50000,1.0,ok,0.008079126999973596,,[],True,medium-pandas.json
pandas,filtered,value_counts,medium,50000,2.0,ok,0.006680834999997387,,[],True,medium-pandas.json
pandas,filtered,join_count,medium,50000,0.0,ok,0.007494925999935731,,[],True,medium-pandas.json
pandas,filtered,join_count,medium,50000,1.0,ok,0.009440250000011474,,[],True,medium-pandas.json
pandas,filtered,join_count,medium,50000,2.0,ok,0.008957692999956635,,[],True,medium-pandas.json
pandas,filtered,product_columns,medium,50000,0.0,ok,0.006712471000014375,,[],True,medium-pandas.json
pandas,filtered,product_columns,medium,50000,1.0,ok,0.007282292000013513,,[],True,medium-pandas.json
pandas,filtered,product_columns,medium,50000,2.0,ok,0.005090398999982426,,[],True,medium-pandas.json
pandas,filtered,mean_product,medium,50000,0.0,ok,0.005834856999967997,,[],True,medium-pandas.json
pandas,filtered,mean_product,medium,50000,1.0,ok,0.0053078500000083295,,[],True,medium-pandas.json
pandas,filtered,mean_product,medium,50000,2.0,ok,0.013156195999954434,,[],True,medium-pandas.json
pandas,filtered,join,medium,50000,0.0,ok,0.006280184000047484,,[],True,medium-pandas.json
pandas,filtered,join,medium,50000,1.0,ok,0.005857960999946954,,[],True,medium-pandas.json
pandas,filtered,join,medium,50000,2.0,ok,0.013277711000000636,,[],True,medium-pandas.json
pandas,filtered,groupby,medium,50000,0.0,ok,0.007088326000030065,,[],True,medium-pandas.json
pandas,filtered,groupby,medium,50000,1.0,ok,0.008068711999953848,,[],True,medium-pandas.json
pandas,filtered,groupby,medium,50000,2.0,ok,0.007243425000069692,,[],True,medium-pandas.json
pandas,filtered,sum_columns,medium,50000,0.0,ok,0.005011021999962395,,[],True,medium-pandas.json
pandas,filtered,sum_columns,medium,50000,1.0,ok,0.006161318999943433,,[],True,medium-pandas.json
pandas,filtered,sum_columns,medium,50000,2.0,ok,0.005002919999924416,,[],True,medium-pandas.json
pandas,filtered,mean,medium,50000,0.0,ok,0.005217291000008117,,[],True,medium-pandas.json
pandas,filtered,mean,medium,50000,1.0,ok,0.005989075000002231,,[],True,medium-pandas.json
pandas,filtered,mean,medium,50000,2.0,ok,0.004825047000053928,,[],True,medium-pandas.json
pandas,filtered,mean_complex,medium,50000,,skipped,,source lacks coordinates,,,medium-pandas.json
pandas,filtered,std,medium,50000,0.0,ok,0.00700889899997037,,[],True,medium-pandas.json
pandas,filtered,std,medium,50000,1.0,ok,0.0056201400000190915,,[],True,medium-pandas.json
pandas,filtered,std,medium,50000,2.0,ok,0.00576005699997495,,[],True,medium-pandas.json
pandas,filtered,mean_sum,medium,50000,0.0,ok,0.00481511300006332,,[],True,medium-pandas.json
pandas,filtered,mean_sum,medium,50000,1.0,ok,0.005147512999997161,,[],True,medium-pandas.json
pandas,filtered,mean_sum,medium,50000,2.0,ok,0.005786015000012412,,[],True,medium-pandas.json
pandas,filtered,count,medium,50000,0.0,ok,0.005168875000094886,,[],True,medium-pandas.json
pandas,filtered,count,medium,50000,1.0,ok,0.005076938999991398,,[],True,medium-pandas.json
pandas,filtered,count,medium,50000,2.0,ok,0.00539464799999223,,[],True,medium-pandas.json
pandas,filtered,count_index,medium,50000,0.0,ok,0.004936993000001166,,[],True,medium-pandas.json
pandas,filtered,count_index,medium,50000,1.0,ok,0.005292487000019719,,[],True,medium-pandas.json
pandas,filtered,count_index,medium,50000,2.0,ok,0.006508691000021827,,[],True,medium-pandas.json
pandas,filtered,complex,medium,50000,,skipped,,source lacks coordinates,,,medium-pandas.json
pandas,filtered_cached,value_counts,medium,50000,0.0,ok,0.0006045919999451144,,[],True,medium-pandas.json
pandas,filtered_cached,value_counts,medium,50000,1.0,ok,0.0005446740000252248,,[],True,medium-pandas.json
pandas,filtered_cached,value_counts,medium,50000,2.0,ok,0.0008303649999561458,,[],True,medium-pandas.json
pandas,filtered_cached,join_count,medium,50000,0.0,ok,0.0009578829999554728,,[],True,medium-pandas.json
pandas,filtered_cached,join_count,medium,50000,1.0,ok,0.001090689000079692,,[],True,medium-pandas.json
pandas,filtered_cached,join_count,medium,50000,2.0,ok,0.0013855840001042452,,[],True,medium-pandas.json
pandas,filtered_cached,product_columns,medium,50000,0.0,ok,0.00029251099999783037,,[],True,medium-pandas.json
pandas,filtered_cached,product_columns,medium,50000,1.0,ok,0.00023959300006026751,,[],True,medium-pandas.json
pandas,filtered_cached,product_columns,medium,50000,2.0,ok,0.0002806339999779084,,[],True,medium-pandas.json
pandas,filtered_cached,mean_product,medium,50000,0.0,ok,0.00042800099993201,,[],True,medium-pandas.json
pandas,filtered_cached,mean_product,medium,50000,1.0,ok,0.0003329310000026453,,[],True,medium-pandas.json
pandas,filtered_cached,mean_product,medium,50000,2.0,ok,0.00039013599996451376,,[],True,medium-pandas.json
pandas,filtered_cached,join,medium,50000,0.0,ok,0.0015995890000795043,,[],True,medium-pandas.json
pandas,filtered_cached,join,medium,50000,1.0,ok,0.0016885409999076728,,[],True,medium-pandas.json
pandas,filtered_cached,join,medium,50000,2.0,ok,0.0026938639999798397,,[],True,medium-pandas.json
pandas,filtered_cached,groupby,medium,50000,0.0,ok,0.002447640000013962,,[],True,medium-pandas.json
pandas,filtered_cached,groupby,medium,50000,1.0,ok,0.0024270600000591003,,[],True,medium-pandas.json
pandas,filtered_cached,groupby,medium,50000,2.0,ok,0.002263789000039651,,[],True,medium-pandas.json
pandas,filtered_cached,sum_columns,medium,50000,0.0,ok,0.0002484659999026917,,[],True,medium-pandas.json
pandas,filtered_cached,sum_columns,medium,50000,1.0,ok,0.00025775999995403254,,[],True,medium-pandas.json
pandas,filtered_cached,sum_columns,medium,50000,2.0,ok,0.00022445100000823004,,[],True,medium-pandas.json
pandas,filtered_cached,mean,medium,50000,0.0,ok,0.00021523700002035184,,[],True,medium-pandas.json
pandas,filtered_cached,mean,medium,50000,1.0,ok,0.0002085080000142625,,[],True,medium-pandas.json
pandas,filtered_cached,mean,medium,50000,2.0,ok,0.00019785199992838898,,[],True,medium-pandas.json
pandas,filtered_cached,mean_complex,medium,50000,,skipped,,source lacks coordinates,,,medium-pandas.json
pandas,filtered_cached,std,medium,50000,0.0,ok,0.00035279099995477736,,[],True,medium-pandas.json
pandas,filtered_cached,std,medium,50000,1.0,ok,0.00034800299999915296,,[],True,medium-pandas.json
pandas,filtered_cached,std,medium,50000,2.0,ok,0.00030146500000682863,,[],True,medium-pandas.json
pandas,filtered_cached,mean_sum,medium,50000,0.0,ok,0.0003372979999767267,,[],True,medium-pandas.json
pandas,filtered_cached,mean_sum,medium,50000,1.0,ok,0.0004804090000334327,,[],True,medium-pandas.json
pandas,filtered_cached,mean_sum,medium,50000,2.0,ok,0.0004676500000186934,,[],True,medium-pandas.json
pandas,filtered_cached,count,medium,50000,0.0,ok,1.155699999344506e-05,,[],True,medium-pandas.json
pandas,filtered_cached,count,medium,50000,1.0,ok,1.1185999937879387e-05,,[],True,medium-pandas.json
pandas,filtered_cached,count,medium,50000,2.0,ok,1.121599996167788e-05,,[],True,medium-pandas.json
pandas,filtered_cached,count_index,medium,50000,0.0,ok,1.1297000014565128e-05,,[],True,medium-pandas.json
pandas,filtered_cached,count_index,medium,50000,1.0,ok,1.1846999996123486e-05,,[],True,medium-pandas.json
pandas,filtered_cached,count_index,medium,50000,2.0,ok,1.6134000020429085e-05,,[],True,medium-pandas.json
pandas,filtered_cached,complex,medium,50000,,skipped,,source lacks coordinates,,,medium-pandas.json
dask,standard,sum_columns,small,10000,0.0,ok,0.00877030799995282,,[],True,small-dask.json
dask,standard,sum_columns,small,10000,1.0,ok,0.00889442200002577,,[],True,small-dask.json
dask,standard,sum_columns,small,10000,2.0,ok,0.008698624000089694,,[],True,small-dask.json
dask,standard,product_columns,small,10000,0.0,ok,0.008323058999962996,,[],True,small-dask.json
dask,standard,product_columns,small,10000,1.0,ok,0.009977079000009326,,[],True,small-dask.json
dask,standard,product_columns,small,10000,2.0,ok,0.011740271000007851,,[],True,small-dask.json
dask,standard,std,small,10000,0.0,ok,0.010321837999981653,,[],True,small-dask.json
dask,standard,std,small,10000,1.0,ok,0.01155665900000713,,[],True,small-dask.json
dask,standard,std,small,10000,2.0,ok,0.011173353999993196,,[],True,small-dask.json
dask,standard,mean_sum,small,10000,0.0,ok,0.011898323999957938,,[],True,small-dask.json
dask,standard,mean_sum,small,10000,1.0,ok,0.011021289000041179,,[],True,small-dask.json
dask,standard,mean_sum,small,10000,2.0,ok,0.010229822999917815,,[],True,small-dask.json
dask,standard,join_count,small,10000,0.0,ok,0.022605250000083288,,[],True,small-dask.json
dask,standard,join_count,small,10000,1.0,ok,0.018049939000093218,,[],True,small-dask.json
dask,standard,join_count,small,10000,2.0,ok,0.020972151000023587,,[],True,small-dask.json
dask,standard,value_counts,small,10000,0.0,ok,0.017043175000026167,,[],True,small-dask.json
dask,standard,value_counts,small,10000,1.0,ok,0.015473758999974052,,[],True,small-dask.json
dask,standard,value_counts,small,10000,2.0,ok,0.016928474000110327,,[],True,small-dask.json
dask,standard,complex,small,10000,,skipped,,source lacks coordinates,,,small-dask.json
dask,standard,mean_product,small,10000,0.0,ok,0.010960250000039196,,[],True,small-dask.json
dask,standard,mean_product,small,10000,1.0,ok,0.012501783999937288,,[],True,small-dask.json
dask,standard,mean_product,small,10000,2.0,ok,0.012359765000041989,,[],True,small-dask.json
dask,standard,read_collect,small,10000,0.0,ok,0.013488779999988765,,[],True,small-dask.json
dask,standard,read_collect,small,10000,1.0,ok,0.008665134000011676,,[],True,small-dask.json
dask,standard,read_collect,small,10000,2.0,ok,0.010780664999970213,,[],True,small-dask.json
dask,standard,count,small,10000,0.0,ok,0.007052865999980895,,[],True,small-dask.json
dask,standard,count,small,10000,1.0,ok,0.006399912000006225,,[],True,small-dask.json
dask,standard,count,small,10000,2.0,ok,0.005327018999992106,,[],True,small-dask.json
dask,standard,groupby,small,10000,0.0,ok,0.031001916999912282,,[],True,small-dask.json
dask,standard,groupby,small,10000,1.0,ok,0.03133773399997608,,[],True,small-dask.json
dask,standard,groupby,small,10000,2.0,ok,0.030423093999957018,,[],True,small-dask.json
dask,standard,join,small,10000,0.0,ok,0.012827555000058055,,[],True,small-dask.json
dask,standard,join,small,10000,1.0,ok,0.012898408999944877,,[],True,small-dask.json
dask,standard,join,small,10000,2.0,ok,0.01220961800004261,,[],True,small-dask.json
dask,standard,mean,small,10000,0.0,ok,0.01022530500006269,,[],True,small-dask.json
dask,standard,mean,small,10000,1.0,ok,0.009759518000009848,,[],True,small-dask.json
dask,standard,mean,small,10000,2.0,ok,0.011349413999937497,,[],True,small-dask.json
dask,standard,mean_complex,small,10000,,skipped,,source lacks coordinates,,,small-dask.json
dask,standard,read_construct,small,10000,0.0,ok,0.004163342999959241,,[],False,small-dask.json
dask,standard,read_construct,small,10000,1.0,ok,0.004243831000053433,,[],False,small-dask.json
dask,standard,read_construct,small,10000,2.0,ok,0.003970917999936319,,[],False,small-dask.json
dask,standard,count_index,small,10000,0.0,ok,0.008481663999987177,,[],True,small-dask.json
dask,standard,count_index,small,10000,1.0,ok,0.007938851000062641,,[],True,small-dask.json
dask,standard,count_index,small,10000,2.0,ok,0.011611732999995183,,[],True,small-dask.json
dask,filtered,value_counts,small,10000,0.0,ok,0.021421765000013693,,[],True,small-dask.json
dask,filtered,value_counts,small,10000,1.0,ok,0.019114820000027066,,[],True,small-dask.json
dask,filtered,value_counts,small,10000,2.0,ok,0.018978608999987046,,[],True,small-dask.json
dask,filtered,join_count,small,10000,0.0,ok,0.021422586999960913,,[],True,small-dask.json
dask,filtered,join_count,small,10000,1.0,ok,0.022121519000052103,,[],True,small-dask.json
dask,filtered,join_count,small,10000,2.0,ok,0.019418728000005103,,[],True,small-dask.json
dask,filtered,product_columns,small,10000,0.0,ok,0.01225187799991545,,[],True,small-dask.json
dask,filtered,product_columns,small,10000,1.0,ok,0.011509490999969785,,[],True,small-dask.json
dask,filtered,product_columns,small,10000,2.0,ok,0.011920469000074263,,[],True,small-dask.json
dask,filtered,mean_product,small,10000,0.0,ok,0.01439383000001726,,[],True,small-dask.json
dask,filtered,mean_product,small,10000,1.0,ok,0.016062543999964873,,[],True,small-dask.json
dask,filtered,mean_product,small,10000,2.0,ok,0.014226833000066108,,[],True,small-dask.json
dask,filtered,join,small,10000,0.0,ok,0.01481624300004114,,[],True,small-dask.json
dask,filtered,join,small,10000,1.0,ok,0.014882141000043703,,[],True,small-dask.json
dask,filtered,join,small,10000,2.0,ok,0.01547461600000588,,[],True,small-dask.json
dask,filtered,groupby,small,10000,0.0,ok,0.0320822239999643,,[],True,small-dask.json
dask,filtered,groupby,small,10000,1.0,ok,0.03260128099998383,,[],True,small-dask.json
dask,filtered,groupby,small,10000,2.0,ok,0.039965926000036234,,[],True,small-dask.json
dask,filtered,sum_columns,small,10000,0.0,ok,0.012207321999994747,,[],True,small-dask.json
dask,filtered,sum_columns,small,10000,1.0,ok,0.013241377999975157,,[],True,small-dask.json
dask,filtered,sum_columns,small,10000,2.0,ok,0.012608715000055781,,[],True,small-dask.json
dask,filtered,mean,small,10000,0.0,ok,0.01438364500006628,,[],True,small-dask.json
dask,filtered,mean,small,10000,1.0,ok,0.012976918000049409,,[],True,small-dask.json
dask,filtered,mean,small,10000,2.0,ok,0.015766486999950757,,[],True,small-dask.json
dask,filtered,mean_complex,small,10000,,skipped,,source lacks coordinates,,,small-dask.json
dask,filtered,std,small,10000,0.0,ok,0.014869451999970806,,[],True,small-dask.json
dask,filtered,std,small,10000,1.0,ok,0.019285131000060574,,[],True,small-dask.json
dask,filtered,std,small,10000,2.0,ok,0.013714196000023549,,[],True,small-dask.json
dask,filtered,mean_sum,small,10000,0.0,ok,0.018729951999944205,,[],True,small-dask.json
dask,filtered,mean_sum,small,10000,1.0,ok,0.01944976400000087,,[],True,small-dask.json
dask,filtered,mean_sum,small,10000,2.0,ok,0.015145699999948192,,[],True,small-dask.json
dask,filtered,count,small,10000,0.0,ok,0.013607078000063666,,[],True,small-dask.json
dask,filtered,count,small,10000,1.0,ok,0.013828945000000203,,[],True,small-dask.json
dask,filtered,count,small,10000,2.0,ok,0.015197135999983402,,[],True,small-dask.json
dask,filtered,count_index,small,10000,0.0,ok,0.013735468000049877,,[],True,small-dask.json
dask,filtered,count_index,small,10000,1.0,ok,0.01148443399995358,,[],True,small-dask.json
dask,filtered,count_index,small,10000,2.0,ok,0.011476737999942088,,[],True,small-dask.json
dask,filtered,complex,small,10000,,skipped,,source lacks coordinates,,,small-dask.json
dask,filtered_cached,value_counts,small,10000,0.0,ok,0.00824751599998308,,[],True,small-dask.json
dask,filtered_cached,value_counts,small,10000,1.0,ok,0.008522971999923357,,[],True,small-dask.json
dask,filtered_cached,value_counts,small,10000,2.0,ok,0.008434392000026492,,[],True,small-dask.json
dask,filtered_cached,join_count,small,10000,0.0,ok,0.010516385999949307,,[],True,small-dask.json
dask,filtered_cached,join_count,small,10000,1.0,ok,0.011848692999933519,,[],True,small-dask.json
dask,filtered_cached,join_count,small,10000,2.0,ok,0.010955874000046606,,[],True,small-dask.json
dask,filtered_cached,product_columns,small,10000,0.0,ok,0.0021527480000713695,,[],True,small-dask.json
dask,filtered_cached,product_columns,small,10000,1.0,ok,0.002218474999949649,,[],True,small-dask.json
dask,filtered_cached,product_columns,small,10000,2.0,ok,0.0024755850000701685,,[],True,small-dask.json
dask,filtered_cached,mean_product,small,10000,0.0,ok,0.004582954000056816,,[],True,small-dask.json
dask,filtered_cached,mean_product,small,10000,1.0,ok,0.004475705000004382,,[],True,small-dask.json
dask,filtered_cached,mean_product,small,10000,2.0,ok,0.004256371999986186,,[],True,small-dask.json
dask,filtered_cached,join,small,10000,0.0,ok,0.007795874999942498,,[],True,small-dask.json
dask,filtered_cached,join,small,10000,1.0,ok,0.006492736999916815,,[],True,small-dask.json
dask,filtered_cached,join,small,10000,2.0,ok,0.007626064000078259,,[],True,small-dask.json
dask,filtered_cached,groupby,small,10000,0.0,ok,0.02295762599999307,,[],True,small-dask.json
dask,filtered_cached,groupby,small,10000,1.0,ok,0.0231379779999088,,[],True,small-dask.json
dask,filtered_cached,groupby,small,10000,2.0,ok,0.022864212999934352,,[],True,small-dask.json
dask,filtered_cached,sum_columns,small,10000,0.0,ok,0.002127670000049875,,[],True,small-dask.json
dask,filtered_cached,sum_columns,small,10000,1.0,ok,0.0022111229999381976,,[],True,small-dask.json
dask,filtered_cached,sum_columns,small,10000,2.0,ok,0.002513198999963606,,[],True,small-dask.json
dask,filtered_cached,mean,small,10000,0.0,ok,0.003925183000092147,,[],True,small-dask.json
dask,filtered_cached,mean,small,10000,1.0,ok,0.0037667479999754505,,[],True,small-dask.json
dask,filtered_cached,mean,small,10000,2.0,ok,0.0037336189999450653,,[],True,small-dask.json
dask,filtered_cached,mean_complex,small,10000,,skipped,,source lacks coordinates,,,small-dask.json
dask,filtered_cached,std,small,10000,0.0,ok,0.0029453860000785426,,[],True,small-dask.json
dask,filtered_cached,std,small,10000,1.0,ok,0.0037396090000356708,,[],True,small-dask.json
dask,filtered_cached,std,small,10000,2.0,ok,0.0032455799999979718,,[],True,small-dask.json
dask,filtered_cached,mean_sum,small,10000,0.0,ok,0.004199427999992622,,[],True,small-dask.json
dask,filtered_cached,mean_sum,small,10000,1.0,ok,0.005160245000070063,,[],True,small-dask.json
dask,filtered_cached,mean_sum,small,10000,2.0,ok,0.004983395000067503,,[],True,small-dask.json
dask,filtered_cached,count,small,10000,0.0,ok,0.0032325299999911294,,[],True,small-dask.json
dask,filtered_cached,count,small,10000,1.0,ok,0.003689394999923934,,[],True,small-dask.json
dask,filtered_cached,count,small,10000,2.0,ok,0.0030623599999444195,,[],True,small-dask.json
dask,filtered_cached,count_index,small,10000,0.0,ok,0.002328816999920491,,[],True,small-dask.json
dask,filtered_cached,count_index,small,10000,1.0,ok,0.0024471220000350513,,[],True,small-dask.json
dask,filtered_cached,count_index,small,10000,2.0,ok,0.002847020999979577,,[],True,small-dask.json
dask,filtered_cached,complex,small,10000,,skipped,,source lacks coordinates,,,small-dask.json
joblib-pandas,standard,sum_columns,small,10000,0.0,ok,0.01284405700005209,,[],True,small-joblib-pandas.json
joblib-pandas,standard,sum_columns,small,10000,1.0,ok,0.01331818200003454,,[],True,small-joblib-pandas.json
joblib-pandas,standard,sum_columns,small,10000,2.0,ok,0.017048283999997693,,[],True,small-joblib-pandas.json
joblib-pandas,standard,product_columns,small,10000,0.0,ok,0.01364921599997615,,[],True,small-joblib-pandas.json
joblib-pandas,standard,product_columns,small,10000,1.0,ok,0.013460431999988032,,[],True,small-joblib-pandas.json
joblib-pandas,standard,product_columns,small,10000,2.0,ok,0.012807738999981666,,[],True,small-joblib-pandas.json
joblib-pandas,standard,std,small,10000,0.0,ok,0.013347159000090869,,[],True,small-joblib-pandas.json
joblib-pandas,standard,std,small,10000,1.0,ok,0.012847743000065748,,[],True,small-joblib-pandas.json
joblib-pandas,standard,std,small,10000,2.0,ok,0.012717371000007915,,[],True,small-joblib-pandas.json
